_______________________________Simulator Results______________________________
Date:                        Sat Jul 10 18:13:47 CEST 2021

____________________________Simulator Configuration___________________________
Simulation Type:             Terminating
Project Name:                vehicle_ADVISE_model
Study Name:                  rangeStudy
Random Number Generator:     Mersenne Twister
Random Number Seed:          31415
Maximum Batches:             10000
Minimum Batches:             1000
Data Reporting Frequency:    1000
Display Update Frequency:    1000
BuildType:                   Optimize
Execution Architecture:      64-bit
Runname:                     Results
Output File:                 Results_output.txt
Results File:                Results_results
Jackknife Variance:          On
Processors Per Experiment:   1
Maximize Processor Usage:    false
Processors Selected for Simulation: 
        student-VirtualBox   amd64

_________________________________Experiment 1_________________________________
Start Time:                  Sat Jul 10 18:13:40 CEST 2021
Finish Time:                 Sat Jul 10 18:13:47 CEST 2021
Elapsed Running Time:        7.194
Total CPU Time:              3.390092
Batches Completed:           10000
Experiment Name:             Experiment 1


_________________________________Mean Results_________________________________
Name                  Time               Mean                     Confidence Interval
corporateNetworkAccess  40.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  45.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  50.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  55.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  60.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  65.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  70.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  75.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  80.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  85.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  90.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  95.0              0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  100.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  105.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  110.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  115.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  120.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  125.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  130.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  135.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  140.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  145.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  150.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  155.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  160.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  165.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  170.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  175.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  180.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  185.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  190.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  195.0             0.0000000000E00   +/-   0.0000000000E00 
corporateNetworkAccess  200.0             0.0000000000E00   +/-   0.0000000000E00 


_______________________________Variance Results_______________________________


_______________________________Interval Results_______________________________


_____________________________Distribution Results_____________________________


(*) This result did not converge to within the specified confidence interval

<END_MOBIUS_RESULTS>
